Pizza	Neapolitan	hyponym	none
anchovies	mushrooms	hypernym	none
tomatoes	cheese	hypernym	none
tomatoes	olives	hypernym	none
anchovies	tomatoes	hypernym	none
cheese	olives	hypernym	none
anchovies	Pizza	hypernym	none
Pizza	olives	hyponym	none
pineapple	onions	hypernym	none
pineapple	cheese	hypernym	none
pineapple	olives	hypernym	none
tomatoes	Pizza	hypernym	none
pineapple	tomatoes	hypernym	none
tomatoes	meat	hypernym	none
cheese	mushrooms	hypernym	none
tomatoes	mushrooms	hypernym	none
Pizza	savory dish	hyponym	none
pineapple	anchovies	hypernym	none
Neapolitan	cheese	hyponym	none
anchovies	cheese	hypernym	none
pineapple	Pizza	hypernym	none
anchovies	olives	hypernym	none
mushrooms	meat	hypernym	none
anchovies	onions	hypernym	none
pineapple	mushrooms	hypernym	none
Pizza	mushrooms	hyponym	none
tomatoes	onions	hypernym	none
mushrooms	olives	hypernym	none
pineapple	meat	hypernym	none
Pizza	meat	hypernym	none
cheese	onions	hypernym	none
Pizza	Italian	hyponym	none
Pizza	onions	hyponym	none
cheese	meat	hypernym	none
olives	onions	hypernym	none
mushrooms	onions	hypernym	none
Pizza	cheese	hyponym	none
pizza	pizzaiolo	hypernym	none
pizza	restaurant	hypernym	none
fork	pizza	hypernym	none
fork	knife	hypernym	none
word "pizza	twelve pizzas	hyponym	none
Foods	pizza	hyponym	none
bread	cheese	hyponym	none
cheese	lard	hypernym	none
cheese	flatbread	hypernym	none
flatbread	lard	hyponym	none
garlic	cheese	hypernym	none
salt	cheese	hyponym	none
salt	lard	hyponym	none
garlic	salt	hypernym	none
tomatoes	pizza	hypernym	none
pizza	pizza bakeries	hyponym	none
Neapolitan pizzaiolo	archetypal pizza	hypernym	none
Neapolitan pizzaiolo	pizza	hypernym	none
archetypal pizza	pizza Margherita	hyponym	none
pizza	pizza Margherita	hyponym	none
pizza maker	pizza	hypernym	none
pizza maker	archetypal pizza	hyponym	none
Neapolitan pizzaiolo	pizza Margherita	hypernym	none
archetypal pizza	pizza	hypernym	none
pizza maker	pizza Margherita	hyponym	none
Neapolitan pizzaiolo	pizza maker	hypernym	none
tomato	pizza	hypernym	none
basil	tomato	hyponym	none
three different pizzas	pizza	hypernym	none
tomato	mozzarella	hyponym	none
basil	mozzarella	hyponym	none
pizza	mozzarella	hypernym	none
pieces	portion-size slices	hypernym	none
dough	crust	hyponym	none
self-rising crusts	frozen pizzas	hypernym	none
uncooked pizza	pizzerias	hypernym	none
pizza	ovens	hypernym	none
oven	fresh dough	hyponym	none
oven	pizza	hypernym	none
pizza	restaurants	hypernym	none
pizza	wood	hypernym	none
pizza	cornmeal	hyponym	none
wood-fired pizza oven	Dome-shaped pizza ovens	hyponym	none
Greek pizza	Chicago-style pizza	hyponym	none
Greek pizza	pizza oven	hyponym	none
Chicago-style pizza	pizza oven	hypernym	none
hi tech pizza preparation tables	Pizzerias	hypernym	none
