Bill Gates	culture	none
we products	we	none
fundamental changes	culture	none
culture	Trustworthy Computing Initiative	none
we products	Trustworthy Computing Initiative	none
Bill Gates	Trustworthy Computing Initiative	none
we	Bill Gates	none
we	Trustworthy Computing Initiative	none
we products	culture	none
fundamental changes	we	none
we products	Bill Gates	none
we	culture	none
fundamental changes	Bill Gates	none
fundamental changes	Trustworthy Computing Initiative	none
we products	fundamental changes	none
responsibility	centralized group	none
responsibility	initiative	none
centralized group	initiative	none
decade	numerous specialists	none
place	chief one	none
chief one	progress	none
company	10 year milestone	none
practices	number	none
company	ways	none
practices	existence	none
chief one	numerous specialists	none
place	number	none
number	existence	none
place	existence	none
decade	progress	none
decade	10 year milestone	none
number	ways	none
company	practices	none
chief one	practices	none
decade	ways	none
decade	chief one	none
place	numerous specialists	none
number	10 year milestone	none
place	company	none
ways	10 year milestone	none
decade	existence	none
place	progress	none
practices	ways	none
decade	number	none
existence	10 year milestone	none
practices	10 year milestone	none
place	ways	none
practices	progress	none
existence	ways	none
chief one	number	none
decade	company	none
numerous specialists	ways	none
place	10 year milestone	none
chief one	existence	none
numerous specialists	10 year milestone	none
decade	place	none
numerous specialists	practices	none
place	practices	none
chief one	ways	none
numerous specialists	number	none
progress	10 year milestone	none
chief one	company	none
chief one	10 year milestone	none
numerous specialists	existence	none
company	progress	none
progress	ways	none
progress	existence	none
numerous specialists	company	none
progress	number	none
decade	practices	none
numerous specialists	progress	none
company	existence	none
company	number	none
security	reliability	none
Microsoft	reliability	none
issues	security	none
reliability	privacy	none
group	reliability	none
group	security	none
issues	privacy	none
Microsoft	security	none
group	Microsoft	none
Microsoft	issues	none
issues	reliability	none
group	issues	none
group	privacy	none
security	privacy	none
Microsoft	privacy	none
course	world	none
rise	boxed products	none
rise	nation-state cyber activity	none
boxed products	nation-state cyber activity	none
mobile-first, cloud-first world	three-year ship cycle	none
three-year ship cycle	security processes	none
mobile-first, cloud-first world	security processes	none
advanced persistent threats	rise	none
mobile-first, cloud-first world	rise	none
rise	three-year ship cycle	none
boxed products	three-year ship cycle	none
rise	security processes	none
