attackers	threats	none
enterprise-wide security data	actionable insights	none
security teams	Security Information	none
actionable insights	Security Information	none
enterprise-wide security data	Security Information	none
actionable insights	security teams	none
enterprise-wide security data	security teams	none
automated security intelligence	data	none
threats	data	none
threats	automated security intelligence	none
security analysts	Actionable alerts	none
oversight	threats	none
security teams	threats	none
data	disparate security data	none
disparate security data	threats	none
security teams	disparate security data	none
data	threats	none
security teams	data	none
sensitive data	critical risks	none
data	known threats	none
unknown threats	data	none
unknown threats	known threats	none
sensitive data	unknown threats	none
sensitive data	known threats	none
critical risks	known threats	none
critical risks	unknown threats	none
critical risks	data	none
sensitive data	data	none
vulnerability information	security intelligence	none
security intelligence	threats	none
vulnerability information	threats	none
threat intelligence	vulnerability information	none
threat intelligence	threats	none
threat intelligence	security intelligence	none
Security events	databases	none
intrusion prevention systems	Security events	none
intrusion prevention systems	databases	none
related security events	threats	none
security analysts	threat activity	none
security analysts	critical threats	none
known threat detection	attackers	none
unknown threats	compromised credentials	none
information	security analysts	none
Federal Information Security Management Act	resources	none
resources	risk	none
Federal Information Security Management Act	risk	none
