data breaches	resources	none
data breaches	breaches	none
resources	breaches	none
sensitive, protected, or confidential data	data breach	none
payment card information	PII	none
Data breaches	payment card information	none
identifiable information	Data breaches	none
Data breaches	PII	none
personal health information	Data breaches	none
personal health information	payment card information	none
identifiable information	payment card information	none
personal health information	PII	none
identifiable information	personal health information	none
identifiable information	PII	none
concern	data breaches	none
sensitive business data	’s data	none
data	Data breaches	none
data breaches	stored private information	none
computing	authorization	none
sensitive documents	computing	none
data breach	sensitive documents	none
sensitive documents	authorization	none
data breach	computing	none
data breach	authorization	none
data breaches	public awareness	none
public awareness	disclosed data breaches	none
data breaches	disclosed data breaches	none
data breaches	required safeguards	none
data breaches	sensitive information	none
required safeguards	sensitive information	none
Most information	data breaches	none
electronic data	technology	none
electronic data	data	none
technology	data	none
hacking	data	none
malicious software	vital data	none
software	Malware	none
warning	malware	none
warning	software	none
warning” message	malware	none
malicious software	malware	none
warning	warning” message	none
malware	software	none
warning” message	malicious software	none
warning	malicious software	none
warning” message	software	none
malicious software	software	none
Phishing	sensitive data	none
Phishing	personal details	none
personal details	sensitive data	none
data breaches	security breaches	none
identity thieves	information	none
identity thieves	data breaches	none
information	data elements	none
data elements	breaches	none
data breaches	breaches	none
identity thieves	breaches	none
data breaches	data elements	none
data breaches	information	none
information	breaches	none
identity thieves	data elements	none
breaches	sensitive information	none
breaches	data breaches	none
data breaches	sensitive information	none
