integrity	database confidentiality	none
integrity	Database security	none
database confidentiality	Database security	none
database	data	none
information security technologies	database Database security	none
threats	security threats	none
security threats	database	none
threats	database	none
data breach	database	none
database	data	none
data breach	confidentiality	none
confidentiality	data	none
data breach	data	none
database	confidentiality	none
data protection	cyberattacks	none
vulnerabilities	breaches	none
database	security threat	none
database	insider threat	none
security threat	insider threat	none
phishing	credential database	none
phishing	credentials	none
credential database	credentials	none
Insider threats	database security breaches	none
data breaches	password sharing	none
Hackers	vulnerabilities	none
vulnerabilities	software	none
Hackers	software	none
database	software	none
Malware	software	none
Malware	vulnerabilities	none
database	vulnerabilities	none
vulnerabilities	software	none
Malware	database	none
database	backup data	none
security threat	databases	none
database	databases	none
database	security threat	none
threat	databases	none
security threat	threat	none
database	threat	none
database	database security	none
data	End user account/device security	none
data	database	none
End user account/device security	database	none
database	security controls	none
credential data	data	none
database	credential data	none
database	data	none
logins	sensitive data	none
database security	database	none
cybersecurity policies	Database security policies	none
protection	Database security policies	none
protection	cybersecurity policies	none
education	security awareness training	none
education	Security controls	none
education	programs	none
Security controls	programs	none
formal security policies	security awareness training	none
programs	security awareness training	none
Security controls	security awareness training	none
education	formal security policies	none
programs	formal security policies	none
Security controls	formal security policies	none
vulnerabilities	databases	none
data activities	databases	none
risk analysis	Data security optimization	none
data security information	risk analysis	none
data exploration	capabilities	none
security	databases	none
databases	capabilities	none
data exploration	databases	none
security	capabilities	none
data exploration	security	none
data protection capabilities	intelligence	none
data protection capabilities	IBM Cloud Security	none
intelligence	native security capabilities	none
data protection capabilities	native security capabilities	none
native security capabilities	IBM Cloud Security	none
intelligence	IBM Cloud Security	none
secure environment	database	none
databases	IBM Security Guardium	none
smarter data protection platform	data discovery	none
big data	IBM Security Guardium	none
encryption	databases	none
encryption	smarter data protection platform	none
encryption	data discovery	none
security optimization	big data	none
smarter data protection platform	databases	none
big data	data discovery	none
security optimization	smarter data protection platform	none
smarter data protection platform	IBM Security Guardium	none
smarter data protection platform	big data	none
security optimization	databases	none
encryption	big data	none
security optimization	IBM Security Guardium	none
data discovery	IBM Security Guardium	none
encryption	IBM Security Guardium	none
security optimization	encryption	none
data discovery	databases	none
big data	databases	none
security optimization	data discovery	none
data	data discovery	none
encryption	data	none
Data Security Services	data	none
Data Security Services	encryption	none
encryption	data discovery	none
Data Security Services	data discovery	none
