Pizza	Neapolitan	hyponym	none
pineapple	Neapolitan	hyponym	none
anchovies	meat	hypernym	none
anchovies	tomatoes	hypernym	none
anchovies	Pizza	hypernym	none
anchovies	Italian	hyponym	none
Pizza	olives	hyponym	none
tomatoes	Pizza	hypernym	none
anchovies	savory dish	hyponym	none
olives	savory dish	hyponym	none
olives	Italian	hyponym	none
olives	meat	hypernym	none
Pizza	savory dish	hyponym	none
savory dish	meat	hypernym	none
Neapolitan	cheese	hyponym	none
anchovies	cheese	hypernym	none
pineapple	Pizza	hypernym	none
cheese	savory dish	hyponym	none
mushrooms	meat	hypernym	none
anchovies	onions	concept	none
savory dish	onions	hyponym	none
anchovies	Neapolitan	hyponym	none
Pizza	mushrooms	hyponym	none
tomatoes	Neapolitan	hyponym	none
Pizza	meat	hypernym	none
cheese	onions	concept	none
Pizza	Italian	hyponym	none
Pizza	onions	hyponym	none
olives	onions	concept	none
Pizza	cheese	hyponym	none
pizza	restaurant	concept	none
fork	restaurant	hypernym	none
fork	pizza	hypernym	none
Italy	pizza	hypernym	none
fork	knife	hypernym	none
word "pizza	twelve pizzas	hyponym	none
Foods	pizza	hyponym	none
bread	cheese	hyponym	none
garlic	cheese	hyponym	none
tomatoes	pizza	hypernym	none
pizza	pizza bakeries	hyponym	none
Neapolitan pizzaiolo	archetypal pizza	hypernym	none
Neapolitan pizzaiolo	pizza	hypernym	none
archetypal pizza	pizza Margherita	hyponym	none
pizza	pizza Margherita	hyponym	none
pizza maker	pizza	hypernym	none
Neapolitan pizzaiolo	pizza Margherita	hyponym	none
archetypal pizza	pizza	hypernym	none
pizza maker	pizza Margherita	hyponym	none
Neapolitan pizzaiolo	pizza maker	hypernym	none
three different pizzas	mozzarella	hyponym	none
three different pizzas	tomato	hypernym	none
three different pizzas	basil	hypernym	none
basil	pizza	hypernym	none
tomato	pizza	hypernym	none
basil	tomato	hyponym	none
three different pizzas	pizza	hypernym	none
tomato	mozzarella	hyponym	none
basil	mozzarella	hyponym	none
pizza	mozzarella	hyponym	none
Pizza	portion-size slices	hyponym	none
dough	crust	hyponym	none
uncooked pizza	pizzerias	hypernym	none
pizza	restaurants	concept	none
pizza	aluminum	hyponym	none
pizza	cornmeal	hyponym	none
wood-fired pizza oven	Dome-shaped pizza ovens	hyponym	none
Greek pizza	Chicago-style pizza	hyponym	none
Chicago-style pizza	pan	hypernym	none
pan	pizza oven	hyponym	none
Greek pizza	pizza oven	hyponym	none
Chicago-style pizza	pizza oven	hypernym	none
