Pizza	Neapolitan	hyponym	none
anchovies	mushrooms	hypernym	none
tomatoes	cheese	hypernym	none
pineapple	Neapolitan	hyponym	none
anchovies	meat	hypernym	none
tomatoes	olives	hypernym	none
anchovies	tomatoes	hypernym	none
cheese	olives	hypernym	none
anchovies	Pizza	hypernym	none
anchovies	Italian	hyponym	none
Pizza	olives	hyponym	none
pineapple	onions	hypernym	none
pineapple	cheese	hypernym	none
Neapolitan	meat	hypernym	none
pineapple	olives	hypernym	none
cheese	Italian	hyponym	none
mushrooms	Italian	hyponym	none
tomatoes	Pizza	hypernym	none
pineapple	tomatoes	hypernym	none
anchovies	savory dish	hyponym	none
olives	savory dish	hyponym	none
tomatoes	meat	hypernym	none
cheese	mushrooms	hypernym	none
olives	Italian	hyponym	none
olives	meat	hypernym	none
tomatoes	mushrooms	hypernym	none
tomatoes	savory dish	hyponym	none
Neapolitan	olives	hyponym	none
Pizza	savory dish	hyponym	none
mushrooms	savory dish	hypernym	none
pineapple	anchovies	hypernym	none
savory dish	meat	hypernym	none
Neapolitan	cheese	hyponym	none
anchovies	cheese	hypernym	none
pineapple	Pizza	hypernym	none
anchovies	olives	hypernym	none
cheese	savory dish	hyponym	none
mushrooms	meat	hypernym	none
anchovies	onions	hypernym	none
savory dish	onions	hyponym	none
pineapple	mushrooms	hypernym	none
anchovies	Neapolitan	hyponym	none
Pizza	mushrooms	hyponym	none
tomatoes	onions	hypernym	none
mushrooms	olives	hypernym	none
onions	meat	hypernym	none
pineapple	meat	hypernym	none
tomatoes	Neapolitan	hyponym	none
Pizza	meat	hypernym	none
cheese	onions	hypernym	none
Pizza	Italian	hyponym	none
Pizza	onions	hyponym	none
cheese	meat	hypernym	none
olives	onions	hypernym	none
mushrooms	onions	hypernym	none
Pizza	cheese	hyponym	none
pizza	pizzaiolo	hypernym	none
knife	restaurant	hypernym	none
pizza	knife	hypernym	none
pizza	restaurant	hypernym	none
fork	restaurant	hypernym	none
fork	pizza	hypernym	none
fork	knife	hypernym	none
word "pizza	twelve pizzas	hyponym	none
Foods	pizza	hyponym	none
bread	cheese	hyponym	none
pita bread	cooked vegetables	hyponym	none
tables	bread	hypernym	none
cheese	ingredients	hypernym	none
ingredients	lard	hypernym	none
cheese	lard	hypernym	none
ingredients	flatbread	hypernym	none
cheese	flatbread	hypernym	none
flatbread	lard	hyponym	none
garlic	cheese	hypernym	none
salt	cheese	hyponym	none
garlic	flatbread	hyponym	none
salt	ingredients	hypernym	none
garlic	lard	hyponym	none
salt	lard	hyponym	none
garlic	ingredients	hypernym	none
salt	flatbread	hyponym	none
garlic	salt	hypernym	none
tomatoes	pizza	hypernym	none
tomatoes	pizza bakeries	hyponym	none
pizza	pizza bakeries	hyponym	none
Neapolitan pizzaiolo	archetypal pizza	hypernym	none
Neapolitan pizzaiolo	pizza	hypernym	none
archetypal pizza	pizza Margherita	hyponym	none
pizza	pizza Margherita	hyponym	none
pizza maker	pizza	hypernym	none
pizza maker	archetypal pizza	hyponym	none
Neapolitan pizzaiolo	pizza Margherita	hypernym	none
archetypal pizza	pizza	hypernym	none
pizza maker	pizza Margherita	hyponym	none
Neapolitan pizzaiolo	pizza maker	hypernym	none
three different pizzas	mozzarella	hypernym	none
three different pizzas	tomato	hypernym	none
three different pizzas	basil	hypernym	none
basil	pizza	hypernym	none
tomato	pizza	hypernym	none
basil	tomato	hyponym	none
three different pizzas	pizza	hypernym	none
tomato	mozzarella	hyponym	none
basil	mozzarella	hyponym	none
pizza	mozzarella	hypernym	none
Pizza	portion-size slices	hyponym	none
dough	crust	hyponym	none
dough	sauce	hypernym	none
sauce	crust	hypernym	none
uncooked pizza	pizzerias	hypernym	none
pizza	ovens	hypernym	none
fresh dough	sauce	hypernym	none
oven	fresh dough	hyponym	none
restaurants	wood	hypernym	none
oven	pizza	hypernym	none
oven	wood	hyponym	none
oven	restaurants	hypernym	none
pizza	restaurants	hypernym	none
pizza	wood	hypernym	none
pizza	aluminum	hypernym	none
pizza	cornmeal	hyponym	none
wood-fired pizza oven	Dome-shaped pizza ovens	hyponym	none
Greek pizza	Chicago-style pizza	hyponym	none
Chicago-style pizza	pan	hypernym	none
pan	pizza oven	hyponym	none
Greek pizza	pizza oven	hyponym	none
Chicago-style pizza	pizza oven	hypernym	none
table	ingredients	hypernym	none
table	dough	hypernym	none
ingredients	dough	hypernym	none
