Pizza	Neapolitan	hyponym	none
anchovies	Pizza	hypernym	none
anchovies	Italian	hyponym	none
Pizza	olives	hyponym	none
tomatoes	Pizza	hyponym	none
anchovies	savory dish	hyponym	none
olives	savory dish	hyponym	none
Pizza	savory dish	hyponym	none
pineapple	Pizza	hypernym	none
savory dish	onions	hyponym	none
anchovies	Neapolitan	hyponym	none
Pizza	mushrooms	hyponym	none
tomatoes	Neapolitan	hyponym	none
Pizza	meat	hyponym	none
Pizza	Italian	hyponym	none
Pizza	onions	hyponym	none
Pizza	cheese	hyponym	none
knife	restaurant	hypernym	none
pizza	restaurant	hypernym	none
fork	restaurant	hypernym	none
word "pizza	twelve pizzas	hyponym	none
Foods	pizza	hyponym	none
bread	cheese	hyponym	none
pita bread	cooked vegetables	hyponym	none
tomatoes	pizza bakeries	hyponym	none
pizza	pizza bakeries	hyponym	none
Neapolitan pizzaiolo	pizza	hypernym	none
archetypal pizza	pizza Margherita	hyponym	none
pizza	pizza Margherita	hyponym	none
pizza maker	pizza	hypernym	none
Neapolitan pizzaiolo	pizza Margherita	hyponym	none
archetypal pizza	pizza	hypernym	none
pizza maker	pizza Margherita	hyponym	none
three different pizzas	mozzarella	hypernym	none
three different pizzas	tomato	hypernym	none
three different pizzas	basil	hypernym	none
basil	tomato	hyponym	none
three different pizzas	pizza	hypernym	none
tomato	mozzarella	hyponym	none
basil	mozzarella	hyponym	none
Pizza	portion-size slices	hyponym	none
dough	crust	hyponym	none
uncooked pizza	pizzerias	hypernym	none
pizza	cornmeal	hyponym	none
wood-fired pizza oven	Dome-shaped pizza ovens	hyponym	none
Greek pizza	Chicago-style pizza	hyponym	none
Chicago-style pizza	pan	hypernym	none
Greek pizza	pizza oven	hyponym	none
Chicago-style pizza	pizza oven	hypernym	none
