Pizza	Neapolitan	hyponym	none
anchovies	mushrooms	hyponym	none
tomatoes	cheese	hyponym	none
anchovies	tomatoes	hyponym	none
cheese	olives	hyponym	none
anchovies	Pizza	hypernym	none
anchovies	Italian	hyponym	none
Pizza	olives	hyponym	none
pineapple	cheese	hypernym	none
mushrooms	Italian	hypernym	none
tomatoes	Pizza	hyponym	none
anchovies	savory dish	hyponym	none
olives	savory dish	hyponym	none
cheese	mushrooms	hyponym	none
olives	Italian	hyponym	none
olives	meat	hypernym	none
Pizza	savory dish	hyponym	none
mushrooms	savory dish	hyponym	none
anchovies	cheese	hyponym	none
pineapple	Pizza	hypernym	none
anchovies	olives	hyponym	none
cheese	savory dish	hyponym	none
mushrooms	meat	hypernym	none
anchovies	onions	hyponym	none
anchovies	Neapolitan	hyponym	none
Pizza	mushrooms	hyponym	none
mushrooms	olives	hyponym	none
cheese	onions	hyponym	none
Pizza	Italian	hyponym	none
Pizza	onions	hyponym	none
olives	onions	hyponym	none
mushrooms	onions	hypernym	none
Pizza	cheese	hyponym	none
pizza	pizzaiolo	hyponym	none
pizza	knife	hypernym	none
pizza	restaurant	hypernym	none
fork	restaurant	hypernym	none
fork	pizza	hypernym	none
Italy	pizza	hypernym	none
fork	knife	hypernym	none
Foods	pizza	hyponym	none
bread	cheese	hyponym	none
tables	bread	hyponym	none
ingredients	flatbread	hyponym	none
cheese	flatbread	hyponym	none
garlic	cheese	hyponym	none
salt	cheese	hyponym	none
garlic	flatbread	hyponym	none
salt	flatbread	hyponym	none
tomatoes	pizza	hyponym	none
pizza	pizza bakeries	hyponym	none
Neapolitan pizzaiolo	archetypal pizza	hypernym	none
Neapolitan pizzaiolo	pizza	hypernym	none
archetypal pizza	pizza Margherita	hyponym	none
pizza	pizza Margherita	hyponym	none
pizza maker	pizza	hypernym	none
Neapolitan pizzaiolo	pizza Margherita	hypernym	none
archetypal pizza	pizza	hypernym	none
pizza maker	pizza Margherita	hyponym	none
Neapolitan pizzaiolo	pizza maker	hypernym	none
three different pizzas	mozzarella	hypernym	none
three different pizzas	tomato	hypernym	none
three different pizzas	basil	hypernym	none
basil	pizza	hypernym	none
tomato	pizza	hyponym	none
basil	tomato	hyponym	none
three different pizzas	pizza	hypernym	none
tomato	mozzarella	hyponym	none
basil	mozzarella	hyponym	none
pizza	mozzarella	hyponym	none
Pizza	portion-size slices	hyponym	none
dough	crust	hyponym	none
sauce	crust	hyponym	none
uncooked pizza	pizzerias	hypernym	none
pizza	ovens	hyponym	none
pizza	restaurants	hypernym	none
pizza	wood	hyponym	none
pizza	aluminum	hyponym	none
pizza	cornmeal	hyponym	none
Greek pizza	pizza oven	hypernym	none
Chicago-style pizza	pizza oven	hypernym	none
table	dough	hyponym	none
