anchovies	Pizza	hypernym	none
Pizza	olives	hyponym	none
tomatoes	Pizza	hyponym	none
pineapple	Pizza	hypernym	none
Pizza	mushrooms	hyponym	none
Pizza	meat	hyponym	none
Pizza	cheese	hyponym	none
word "pizza	twelve pizzas	hyponym	none
Foods	pizza	hyponym	none
bread	cheese	hyponym	none
tomatoes	pizza bakeries	hyponym	none
pizza	pizza bakeries	hyponym	none
archetypal pizza	pizza Margherita	hyponym	none
pizza	pizza Margherita	hyponym	none
pizza maker	pizza	hypernym	none
archetypal pizza	pizza	hypernym	none
pizza maker	pizza Margherita	hyponym	none
three different pizzas	mozzarella	hypernym	none
three different pizzas	tomato	hypernym	none
three different pizzas	pizza	hypernym	none
tomato	mozzarella	hyponym	none
dough	crust	hyponym	none
uncooked pizza	pizzerias	hypernym	none
wood-fired pizza oven	Dome-shaped pizza ovens	hyponym	none
Greek pizza	Chicago-style pizza	hyponym	none
Greek pizza	pizza oven	hyponym	none
Chicago-style pizza	pizza oven	hypernym	none
