vulnerabilities	real-time threat intelligence	none
none operational security effectiveness	security operations	none
none network and security operations teams	operational security	none
none cyber threats	Security operations teams	none
hyponym value	respondents security products	none
respondents security products	security testing	none
hyponym value	security testing	none
vulnerabilities	none company's security posture	none
none company's security posture	security testing	none
security capabilities	security and risk management	none
good security hygiene	hyponym security operations teams	none
