Color Profiles Image	basic features	none
/write	number	none
/write	buffer	none
/write	count	none
16-core machine	harness	none
16-core machine	I	none
16-core machine	corpuses	none
16-core machine	first set	none
accessible attack surface	Image parsing	hyponym
accessible attack surface	vulnerability	none
additional code paths	specifications	none
additional code paths	unique tag names	none
Additional Vulnerabilities	one	none
Additional Vulnerabilities	size	none
Additional Vulnerabilities	allocation	none
Additional Vulnerabilities	previous vulnerability	none
Additional Vulnerabilities	pattern	none
Adobe’s CMM	CMM	none
Adobe’s CMM	third-party CMMs	none
allocBuffer	bound read	none
API sequence	MSDN	none
API sequence	we	none
API sequence	list	none
API sequence	ICM APIs	none
API sequence	ICC related operations	none
API sequence	ways	none
API sequence	EXEs	none
API sequence	color profile APIs	none
API sequence	disassembly	none
API sequence	hope	none
API sequence	Windows DLLs	none
approach	open source Color Management Systems	none
approach	Little CMS	none
approach	harness	none
attackers	accessible attack surface	none
attackers	remote code execution	none
attackers	Image parsing	none
attackers	vulnerability	none
better understanding	different types	none
better understanding	file format	none
better understanding	specifications	none
better understanding	color transformation	none
binary file	software processes	none
binary file	ICC color profile	none
binary file	ICC	none
binary file	simpler terms	none
binary files	XML	none
binary files	XML file format	none
binary files	WCS color profiles	none
blog post	ICC color profiles	none
blog series	we	none
blog series	corpus	none
blog series	part	none
blog series	color profiles	none
blog series	harness	none
blog series	multiple vulnerabilities	none
buffer	count	none
buffer size	buffer	none
buffer size	values	none
buffer size	number	none
buffer size	/write	none
buffer size	count	none
bug	fix	none
bug	verification	none
bug	allocBuffer	none
bug	bound read	none
bugs	size	none
bugs	pattern	none
certain degree	hopes	none
certain degree	fuzzing	none
certain degree	internal product security teams	none
certain degree	review	none
certain degree	multiple rounds	none
CMConvIndexToNameProfile	bug	none
CMConvIndexToNameProfile	bound read	none
CMConvIndexToNameProfile	allocBuffer	none
CMConvIndexToNameProfile	other two functions	none
CMGetPartialProfileElement function	previous vulnerability	none
CMGetPartialProfileElement function	allocation	none
CMGetPartialProfileElement function	content	none
CMGetPartialProfileElement function	size	none
CMGetPartialProfileElement function	pattern	none
CMGetPartialProfileElement function	Additional Vulnerabilities	none
CMGetPartialProfileElement function	one	none
code	stream	none
code	size	none
color attributes	viewing requirement	none
color attributes	particular device	none
color attributes	color space	none
color attributes	profile connection space	none
color attributes	PCS	none
color attributes	mapping	none
color attributes	Profiles	none
color attributes	device source	none
color management	color input or output device	none
color management	ICC profile	none
color management	ICC	none
color management	Wikipedia	none
color management	color space	none
color management	International Color Consortium	none
color management	more-than-adequate description	none
color management	set	none
color management	ICC color profiles	none
Color Management	Windows Windows	none
Color Management	History	none
Color Management	version	none
color profile	other main source	none
color profile	to stand-alone files	none
color profile APIs	disassembly	none
color profile APIs	EXEs	none
color profile APIs	Windows DLLs	none
color profile APIs	ways	none
color profile APIs	hope	none
color profiles	something	none
color profiles	images	none
color profiles	part	none
color profiles	itself	none
color profiles	image format	none
color profiles	series	none
color profiles	I	none
color profiles	different types	none
color profiles	file format	none
color profiles	specifications	none
color profiles	color transformation	none
color profiles	better understanding	none
color profiles	math	none
color profiles	color transformations	none
color profiles	functionality	none
color profiles	small set	none
color profiles	APIs	none
color profiles	we	none
color profiles	corpus	none
color profiles	part	none
color profiles	harness	none
color profiles	multiple vulnerabilities	none
Color Profiles Image	Part	none
color space	more-than-adequate description	none
color space	set	none
color space	ICC color profiles	none
color space	ICC	none
color space	International Color Consortium	none
color space	ICC profile	none
color space	Wikipedia	none
color space	color input or output device	none
color space	profile connection space	none
color space	particular device	none
color space	viewing requirement	none
color space	mapping	none
color space	device source	none
color space	Profiles	none
color transformation	different types	none
color transformation	specifications	none
color transformations	APIs	none
complete content	same call	none
complete content	buffer	none
content	allocation	none
content	Additional Vulnerabilities	none
content	size	none
content	pattern	none
content	one	none
content	previous vulnerability	none
corpus	harness	none
corpus	Windows OS’ built-in image parsers	none
corpus	related file formats	none
corpus	I	none
corpus	vulnerabilities	none
corpus	fuzzing	none
Corpus	internet	none
corpus	we	none
corpus	seven different color profiles	none
corpus	one sample	none
corpus	specification	none
corpus	harness	none
corpus	we	none
corpus	part	none
corpuses	code coverage information	none
couple	Crashes	none
couple	days	none
data	set	none
data	ICC color profiles	none
data	color space	none
data	ICC	none
data	color input or output device	none
data	International Color Consortium	none
data	color management	none
data	Wikipedia	none
data	ICC profile	none
data	standards	none
data	more-than-adequate description	none
days	Crashes	none
decades	CMM	none
device source	viewing requirement	none
device source	profile connection space	none
dictionary	specifications	none
dictionary	unique tag names	none
dictionary	additional code paths	none
Dictionary Sites	Corpus	none
Dictionary Sites	internet	none
different types	specifications	none
disassembly	EXEs	none
disassembly	ways	none
disassembly	hope	none
DLL	Adobe’s CMM	none
DLL	generic entry point	none
DLL	CMM	none
DLL	third-party CMMs	none
element	buffer	none
element	complete content	none
element	same call	none
error	3 byte	none
EXEs	ways	none
exported and documented MSCMS functions	GetNamedProfileInfo	none
exported and documented MSCMS functions	functions	none
external researchers	small module	none
external researchers	review	none
external researchers	fuzzing	none
external researchers	internal product security teams	none
external researchers	multiple rounds	none
external researchers	certain degree	none
external researchers	hopes	none
feature	attackers	none
feature	Image parsing	none
feature	remote code execution	none
feature	accessible attack surface	none
feature	vulnerability	none
feedback	Code coverage information	none
file	stream	none
file	ncl2’ tag/element	none
file	size	none
file	code	none
file format	specifications	none
file format	color transformation	none
file format	different types	none
file format internals	fuzzing	none
file format internals	good corpus	none
first set	corpuses	none
first set	code coverage information	none
first set	corpuses	none
function	such instances	none
functionality	color transformations	none
functionality	APIs	none
functions	GetNamedProfileInfo	none
functions	fact	none
functions	Windows binaries	none
fuzzer	values	none
fuzzer	specifications	none
fuzzer	additional code paths	none
fuzzer	dictionary	none
fuzzer	list	none
fuzzer	unique tag names	none
fuzzer	feedback	none
fuzzer	MSCMS.dll	none
fuzzer	ICM32.dll	none
fuzzer	Code coverage information	none
fuzzing	harness	none
fuzzing	Windows OS’ built-in image parsers	none
fuzzing	good corpus	none
fuzzing	first set	none
fuzzing	corpuses	none
fuzzing	code coverage information	none
fuzzing dictionaries	file format internals	none
fuzzing dictionaries	information	none
fuzzing dictionaries	understanding	none
fuzzing dictionaries	fuzzing	none
fuzzing dictionaries	us	none
fuzzing dictionaries	good corpus	none
generic entry point	third-party CMMs	none
generic entry point	Adobe’s CMM	none
generic entry point	CMM	none
harness	Windows OS’ built-in image parsers	none
harness	open source Color Management Systems	none
harness	first set	none
harness	corpuses	none
harness	we	none
History	version	none
hope	new vulnerability	none
hope	me	none
hope	EXEs	none
hope	ways	none
hopes	fuzzing	none
I	harness	none
I	Windows OS’ built-in image parsers	none
I	vulnerabilities	none
I	fuzzing	none
I	related file formats	none
I	part	none
I	series	none
I	blog post	none
I	ICC color profiles	none
I	first set	none
I	corpuses	none
I	harness	none
I	function	none
I	such instances	none
I	unchecked offset access	none
I	three instances	none
ICC	color input or output device	none
ICC	Wikipedia	none
ICC	ICC profile	none
ICC	more-than-adequate description	none
ICC	set	none
ICC	simpler terms	none
ICC	ICC color profile	none
ICC color profile	simpler terms	none
ICC color profiles	set	none
ICC color profiles	ICC	none
ICC color profiles	International Color Consortium	none
ICC color profiles	ICC profile	none
ICC color profiles	Wikipedia	none
ICC color profiles	more-than-adequate description	none
ICC color profiles	color input or output device	none
ICC color profiles	WCS color profiles	none
ICC color profiles	XML	none
ICC color profiles	XML file format	none
ICC color profiles	binary files	none
ICC profile	Wikipedia	none
ICC profile	color input or output device	none
ICC related operations	MSDN	none
ICC related operations	we	none
ICC related operations	list	none
ICC related operations	ICM APIs	none
ICC specification	100 pages	none
ICM	system32 directory	none
ICM APIs	we	none
ICM32	we	none
ICM32	multiple bugs	none
ICM32	recent vulnerabilities	none
ICM32	Project Zero and ZDI researchers	none
ICM32.dll	Microsoft’s CMM	none
ICM32.dll	ICM	none
ICM32.dll	system32 directory	none
ICM32.dll	Code coverage information	none
ICM32.dll	feedback	none
Image Color Management (ICM) version	Color Management	none
Image Color Management (ICM) version	History	none
Image Color Management (ICM) version	Windows Windows	none
Image Color Management (ICM) version	version	none
image format	I	none
image format	series	none
image format	itself	none
image format	part	none
Image parsing	vulnerability	hypernym
images	series	none
images	I	none
images	something	none
images	part	none
images	itself	none
images	image format	none
images	software processes	none
images	ICC color profile	none
images	ICC	none
images	simpler terms	none
images	binary file	none
images	other main source	none
images	color profile	none
