breaches	data breaches	none
sensitive, protected, or confidential data	data breach	none
PII	Data breaches	none
Data breaches	identifiable information	none
personal health information	PII	none
personal health information	identifiable information	none
PII	identifiable information	none
Data breaches	data	none
disclosed data breaches	data breaches	none
data breaches	sensitive information	none
technology	data	none
electronic data	data	none
electronic data	technology	none
Malware	software	none
software	Malware	none
warning	warning” message	none
malicious software	Malware	none
malicious software	software	none
security breaches	data breaches	none
data elements	data breaches	none
breaches	data breaches	none
data elements	information	none
information	data breaches	none
breaches	data breaches	none
data breaches	sensitive information	none
breaches	sensitive information	none
