risks	risk	hypernym	none
data	Protecting Data	hyponym	none
value	data	none	none
concerns	security issues	hyponym	hyponym
security	integrity	hypernym	hypernym
security	data	hypernym	none
Data	data	hyponym	none
Authentication	secure manner	hyponym	hyponym
Security solutions	security	hypernym	hypernym
Physical Security	DCPhysical security	hyponym	hyponym
specialized security team	physical security	hypernym	hypernym
firewalls	network security	hyponym	hypernym
intrusion detection	intrusion prevention	hypernym	hypernym
Encryption	data	hypernym	none
policy	risk	hypernym	hypernym
authentication	encryption keys	hyponym	hyponym
protected data	data	hypernym	hypernym
threats	attackers	hypernym	hyponym
Security Information	enterprise-wide security data	hyponym	hyponym
security teams	Security Information	hypernym	none
security teams	disparate security data	hyponym	none
critical risks	known threats	hypernym	hypernym
critical risks	unknown threats	hypernym	hypernym
sensitive data	data	hypernym	hypernym
unknown threats	known threats	hypernym	none
vulnerability information	security intelligence	hypernym	hypernym
security intelligence	threat intelligence	hyponym	hyponym
threats	threat intelligence	hyponym	none
privacy	security	hypernym	none
reliability	security	hypernym	none
authentication	authorization	hypernym	hypernym
authentication	identity	hypernym	hypernym
cyber threat information sharing	cyber threats	hypernym	none
data SA	data	hypernym	none
Hackers	Hackers code	hyponym	none
Threat detection tools	potential threats	hypernym	none
attackers	two vulnerabilities	hyponym	none
authentication	identity	hypernym	hypernym
permissions	policy	hypernym	hypernym
phishing	cyberattacks	hypernym	hypernym
phishing	emails	hypernym	hypernym
risk	threats	hypernym	hyponym
zero-day phishing	malware	concept	hyponym
multiple security features	content security	hypernym	hyponym
personal firewall	port protection	hypernym	hypernym
security protections	content security	hyponym	hyponym
advanced threat prevention	intrusion prevention	hypernym	hyponym
intrusion prevention	firewall	hypernym	hyponym
security protections	advanced threat prevention	hyponym	hyponym
security protections	firewall	hypernym	hyponym
Security Gateway	firewall	hypernym	hyponym
Security Gateway	security protections	hypernym	hypernym
Security Gateway	intrusion prevention	hypernym	hypernym
security protections	intrusion prevention	hyponym	hyponym
Security Gateway	content security	hypernym	hypernym
vulnerability	attackers	none	none
Organization information	information security SA management system	hyponym	none
information security	Information Security Policies	hyponym	hyponym
security groups	security port	hypernym	none
security port Checks	security port	hypernym	none
Database security	database confidentiality	hyponym	hyponym
database	data	hypernym	hypernym
information security technologies	database Database security	hyponym	hyponym
threats	security threats	hyponym	hyponym
data breach	confidentiality	hypernym	none
data breach	database	hypernym	none
data breach	data	hypernym	none
data protection	cyberattacks	instance	none
breaches	vulnerabilities	hypernym	hypernym
database security attacks	vulnerabilities	hypernym	none
security threat	insider threat	hyponym	hyponym
phishing	credentials	hypernym	none
credentials	credential database	hyponym	none
software	vulnerabilities	hyponym	none
Hackers	vulnerabilities	hypernym	hypernym
database	software	hypernym	hypernym
database	backup data	hyponym	hyponym
databases	database	hypernym	none
security threat	threat	hypernym	hypernym
database	database security	hyponym	none
credential data	database	hypernym	none
credential data	data	hypernym	hypernym
database security	database	hypernym	none
Database security policies	cybersecurity policies	hyponym	hypernym
security awareness training	Security controls	hypernym	none
formal security policies	Security controls	hypernym	hypernym
databases	data activities	hyponym	none
data exploration	databases	hypernym	none
capabilities	security	hypernym	hypernym
native security capabilities	data protection capabilities	hypernym	hyponym
native security capabilities	IBM Cloud Security	hypernym	instance
data discovery	databases	hypernym	none
data discovery	big data	hyponym	none
databases	big data	hyponym	hypernym
security optimization	IBM Security Guardium	instance	instance
smarter data protection platform	security optimization	hypernym	hypernym
security optimization	encryption	hypernym	none
data discovery	data	hypernym	none
Data Security Services	data	hypernym	none
encryption	data	hypernym	none
Data Security Services	data discovery	hypernym	hyponym
security	Security concerns	hyponym	hyponym
databases	data	hypernym	hypernym
phishing scams	cyber security threats	hypernym	hypernym
common cyber security threats	Malware	hypernym	hyponym
Security	data	hyponym	none
database	data	hypernym	hypernym
Database security	databases	hypernym	none
Physical database security	databases	hypernym	none
Physical database security servers	databases	hypernym	none
Physical database security servers	Physical database security	hyponym	hypernym
Physical database security	database	hypernym	none
intruders	Firewalls	hyponym	none
Encryption	database	hypernym	none
Encryption	data	hypernym	none
data privacy	Database encryption	hyponym	hyponym
IoT security	Database encryption	hyponym	none
permissions	passwords	hypernym	none
database security	passwords	hypernym	hyponym
passwords	input credentials	hyponym	hypernym
encryption	database layer security	hyponym	none
database security	protection	hypernym	hypernym
breaches	data breaches	hyponym	hyponym
"sensitive, protected, or confidential data"	data breach	hypernym	none
PII	Data breaches	hyponym	none
Data breaches	identifiable information	hyponym	none
personal health information	PII	hypernym	none
personal health information	identifiable information	hypernym	hypernym
PII	identifiable information	hyponym	hypernym
Data breaches	data	hypernym	none
disclosed data breaches	data breaches	hypernym	hypernym
data breaches	sensitive information	hyponym	none
technology	data	hypernym	none
electronic data	data	hypernym	hypernym
electronic data	technology	hypernym	hypernym
Malware	software	hypernym	hypernym
software	Malware	hyponym	hyponym
warning	warning” message	hyponym	hyponym
malicious software	Malware	hypernym	hyponym
malicious software	software	hypernym	hypernym
security breaches	data breaches	hyponym	hyponym
data elements	data breaches	hyponym	none
data elements	information	hypernym	hypernym
information	data breaches	hyponym	none
breaches	sensitive information	hyponym	none
database	data	hypernym	hypernym
that data	database	hypernym	none
that data	data	hypernym	none
content	data	none	none
input data	data	hypernym	hypernym
Authentication	authentication	hypernym	none
Password Requirements	Passwords	hypernym	hypernym
credential	password	hypernym	hyponym
information	credential	hyponym	hyponym
information	password	hypernym	hyponym
passwords	biometrics	hyponym	hyponym
digital authentication	biometrics	hypernym	hyponym
digital authentication	authentication	hypernym	hypernym
biometrics	authentication	hypernym	hypernym
digital authentication knowledge	authentication	hypernym	none
digital authentication	digital authentication knowledge	hyponym	none
cryptographic protocol	authentication	hypernym	hypernym
authentication	authentication assurance	hyponym	none
data	value	none	none
secure’ flag	secure channel	hypernym	none
firewall	network protection	hyponym	hypernym
capabilities	detection	hypernym	hyponym
IoT	data	hypernym	hypernym
security engineering	security systems	hypernym	hyponym
security engineering	security rule development	hyponym	hyponym
attackers	easy vulnerability	hyponym	none
vulnerability	Security wonks	hyponym	none
authorization	authentication	hypernym	hyponym
backend	authentication	hyponym	none
Security	backend	hyponym	none
Security orthodoxy	Security	hypernym	none
authentication	authorization	hypernym	hypernym
database	authentication	hyponym	none
database	backend	hypernym	hypernym
security researchers	vulnerability security researchers	hyponym	hyponym
authentication	security	hypernym	hypernym
database	data	hypernym	hypernym
secure products	secure code reviews	hyponym	hyponym
vulnerability	attackers	none	none
software	detection	hypernym	none
internet	data	hypernym	none
personal data	work data	hypernym	none
personal data	personal information	hypernym	hyponym
IT security risks	Physical security	hyponym	none
corporate data	work data	hyponym	hyponym
corporate data	personal information	hyponym	none
personal data	corporate data	hypernym	none
threats	vulnerabilities	hypernym	none
IoT	internet	hypernym	hypernym
operational security effectiveness	security operations	hypernym	none
operational security	network and security operations teams	hyponym	hyponym
Security operations teams organizations	Security operations teams	hypernym	none
security	respondents security products	hyponym	hyponym
security testing	vulnerabilities	hypernym	none
security capabilities	security and risk management	hyponym	hyponym
security tools effectiveness	security tools	hypernym	none
security solutions	Security Group	hypernym	hypernym
Security breaches	security skills	hypernym	none
operational security effectiveness	security operations	hypernym	none
operational security	network and security operations teams	hyponym	hyponym
Security operations teams organizations	Security operations teams	hypernym	none
security	respondents security products	hyponym	hyponym
security testing	vulnerabilities	hypernym	none
