Pizza	Neapolitan	hyponym	none
anchovies	mushrooms	hyponym	none
tomatoes	cheese	hyponym	none
pineapple	Neapolitan	none	none
anchovies	meat	hypernym	none
Neapolitan	Italian	none	none
tomatoes	olives	hyponym	none
anchovies	tomatoes	hyponym	none
cheese	olives	hyponym	none
anchovies	Pizza	hypernym	none
anchovies	Italian	hyponym	none
Pizza	olives	hyponym	none
pineapple	onions	none	none
pineapple	cheese	hyponym	none
Italian	onions	none	none
Neapolitan	meat	none	none
pineapple	olives	hyponym	none
cheese	Italian	hyponym	none
Neapolitan	mushrooms	none	none
mushrooms	Italian	hypernym	none
tomatoes	Pizza	hyponym	none
pineapple	tomatoes	hyponym	none
anchovies	savory dish	hyponym	none
olives	savory dish	hyponym	none
tomatoes	meat	none	none
cheese	mushrooms	hyponym	none
olives	Italian	hyponym	none
olives	meat	hyponym	none
tomatoes	mushrooms	hyponym	none
tomatoes	savory dish	hyponym	none
Neapolitan	onions	none	none
tomatoes	Italian	none	none
Neapolitan	olives	none	none
Pizza	savory dish	hyponym	none
mushrooms	savory dish	hyponym	none
pineapple	anchovies	hyponym	none
savory dish	meat	hypernym	none
pineapple	savory dish	hyponym	none
Neapolitan	cheese	none	none
Italian	savory dish	none	none
anchovies	cheese	hyponym	none
pineapple	Pizza	hypernym	none
pineapple	Italian	none	none
anchovies	olives	hyponym	none
cheese	savory dish	hyponym	none
mushrooms	meat	hypernym	none
anchovies	onions	hyponym	none
savory dish	onions	hyponym	none
pineapple	mushrooms	hyponym	none
anchovies	Neapolitan	hyponym	none
Pizza	mushrooms	hyponym	none
tomatoes	onions	none	none
Neapolitan	savory dish	none	none
Italian	meat	none	none
mushrooms	olives	hyponym	none
onions	meat	none	none
pineapple	meat	hypernym	none
tomatoes	Neapolitan	hyponym	none
Pizza	meat	hyponym	none
cheese	onions	hyponym	none
Pizza	Italian	hyponym	none
Pizza	onions	hyponym	none
cheese	meat	hypernym	none
olives	onions	hyponym	none
mushrooms	onions	hypernym	none
Pizza	cheese	hyponym	none
pizza	pizzaiolo	hyponym	none
knife	restaurant	none	none
Italy	fork	none	none
Italy	restaurant	none	none
pizza	knife	hyponym	none
pizza	restaurant	hypernym	none
fork	restaurant	hypernym	none
Italy	knife	none	none
fork	pizza	hypernym	none
Italy	pizza	none	none
fork	knife	hypernym	none
word "pizza	twelve pizzas	hyponym	none
oven	toppings	none	none
Italy	bite	none	none
Foods	pizza	hyponym	none
cheese	cheese.[21][22	none	none
bread	cheese.[21][22	none	none
bread	cheese	hyponym	none
pita bread	cooked vegetables	hyponym	none
tables	bread	hyponym	none
Naples	Modern pizza	none	none
Italy	Modern pizza	none	none
Italy	Naples	none	none
cheese	ingredients	hyponym	none
ingredients	lard	none	none
cheese	lard	none	none
ingredients	flatbread	hyponym	none
cheese	flatbread	hyponym	none
flatbread	lard	hyponym	none
garlic	cheese	hyponym	none
salt	cheese	hyponym	none
garlic	flatbread	hyponym	none
salt	ingredients	none	none
garlic	lard	none	none
salt	lard	none	none
garlic	ingredients	none	none
salt	flatbread	hyponym	none
garlic	salt	none	none
tomatoes	pizza	hyponym	none
tomatoes	pizza bakeries	hyponym	none
pizza	pizza bakeries	hyponym	none
Neapolitan pizzaiolo	archetypal pizza	hyponym	none
Neapolitan pizzaiolo	pizza	hypernym	none
archetypal pizza	pizza Margherita	hyponym	none
pizza	pizza Margherita	hyponym	none
pizza maker	pizza	hypernym	none
pizza maker	archetypal pizza	hyponym	none
Neapolitan pizzaiolo	pizza Margherita	hyponym	none
archetypal pizza	pizza	hypernym	none
pizza maker	pizza Margherita	hyponym	none
Neapolitan pizzaiolo	pizza maker	hypernym	none
three different pizzas	mozzarella	hyponym	none
three different pizzas	tomato	hypernym	none
three different pizzas	basil	hypernym	none
basil	pizza	hyponym	none
tomato	pizza	hyponym	none
basil	tomato	hyponym	none
three different pizzas	pizza	hypernym	none
tomato	mozzarella	hyponym	none
basil	mozzarella	hyponym	none
pizza	mozzarella	hyponym	none
Pizza	portion-size slices	hyponym	none
Pizza	pieces	hyponym	none
pieces	portion-size slices	none	none
dough	crust	hyponym	none
dough	sauce	hyponym	none
sauce	crust	hyponym	none
self-rising crusts	frozen pizzas	hypernym	none
uncooked pizza	pizzerias	hypernym	none
pizza	ovens	hyponym	none
fresh dough	sauce	hypernym	none
oven	fresh dough	none	none
oven	sauce	none	none
restaurants	wood	hyponym	none
oven	pizza	hyponym	none
oven	wood	none	none
oven	restaurants	none	none
pizza	restaurants	hyponym	none
pizza	wood	hyponym	none
pizza	aluminum	hyponym	none
oven	aluminum	none	none
pizza	cornmeal	hyponym	none
wood-fired pizza oven	Dome-shaped pizza ovens	hyponym	none
Greek pizza	pan	none	none
Greek pizza	Chicago-style pizza	hyponym	none
Chicago-style pizza	pan	hypernym	none
pan	pizza oven	hyponym	none
Greek pizza	pizza oven	hyponym	none
Chicago-style pizza	pizza oven	hypernym	none
table	ingredients	none	none
table	dough	hyponym	none
ingredients	dough	hyponym	none
hi tech pizza preparation tables	Pizzerias	hypernym	none
