CO2 fire extinguisher	asset	hypernym	hypernym
CO2 fire extinguisher	fire extinguisher	none	hypernym
CO2 fire extinguisher	movable asset	none	hypernym
CO2 fire extinguisher	tangible asset	none	hypernym
ISO27001	control	hypernym	concept
ISO27001	control standard	hypernym	concept
ISO27001	control standards	hypernym	concept
ISO27001	standard control	none	concept
IT component	PDA	hyponym	hyponym
IT component	antivirus control compliant mobile	hyponym	hyponym
IT component	antivirus control compliant mobile device	hyponym	hyponym
IT component	antivirus software control compliant computer	hyponym	hyponym
IT component	asset	none	hypernym
IT component	automatic locking control compliant computer	none	hyponym
IT component	automatic locking control compliant mobile	hyponym	hyponym
IT component	automatic locking control compliant mobile device	none	hyponym
IT component	backup media	hypernym	hyponym
IT component	backup storage in-house control compliant backup media	hypernym	hyponym
IT component	backup storage outside control compliant backup media	none	hyponym
IT component	cd	hypernym	hyponym
IT component	cd and dvd	hypernym	hyponym
IT component	clock synchronization control compliant computer	hyponym	hyponym
IT component	complex firewall	hyponym	hyponym
IT component	compliant control	hyponym	hypernym
IT component	computer	none	hyponym
IT component	control	none	hypernym
IT component	data encryption software control compliant computer	none	hyponym
IT component	dvd	none	hyponym
IT component	emergency substitute device	hypernym	hyponym
IT component	equipment identification control compliant computer	none	hyponym
IT component	firewall	hypernym	hyponym
IT component	firewall control compliant computer	hypernym	hyponym
IT component	internet filter control compliant computer	hypernym	hyponym
IT component	internet gateway	none	hyponym
IT component	kensignton lock control compliant computer	none	hyponym
IT component	magnetic tape	hyponym	hyponym
IT component	maintenance contract control compliant IT component	hyponym	hyponym
IT component	mobile	none	hyponym
IT component	mobile device	none	hyponym
IT component	movable asset	hypernym	hypernym
IT component	multifunctional firewall	hypernym	hyponym
IT component	network component	hypernym	hyponym
IT component	notebook	none	hyponym
IT component	packet filter firewall	hypernym	hyponym
IT component	password regulation control compliant computer	hyponym	hyponym
IT component	personal firewall control compliant computer	hypernym	hyponym
IT component	placement control compliant IT component	none	hyponym
IT component	printer	none	hyponym
IT component	processing validation control compliant computer	none	hyponym
IT component	removable hard disk	none	hyponym
IT component	server	none	hyponym
IT component	smartphone	hyponym	hyponym
IT component	switch	hypernym	hyponym
IT component	tablet	none	hyponym
IT component	tangible asset	hypernym	hypernym
IT component	teleworkstation	none	hyponym
IT component	temperature surveillance system	hyponym	hyponym
IT component	test system	none	hyponym
IT component	theft protection control compliant mobile	none	hyponym
IT component	theft protection control compliant mobile device	hyponym	hyponym
IT component	usb stick	none	hyponym
IT component	wireless access point	hyponym	hyponym
IT component	workstation	hyponym	hyponym
PDA	IT component	hypernym	hypernym
PDA	asset	hypernym	hypernym
PDA	mobile	hypernym	hypernym
PDA	mobile device	instance	hypernym
PDA	movable asset	instance	hypernym
PDA	tangible asset	concept	hypernym
WKOITSicherheitshandbuch	control	none	concept
WKOITSicherheitshandbuch	control standard	none	concept
WKOITSicherheitshandbuch	control standards	none	concept
WKOITSicherheitshandbuch	standard control	none	concept
access control	compliant control	hypernym	hypernym
access control	control	hypernym	hypernym
access control compliant organization	compliant control	hypernym	hypernym
access control compliant organization	control	hypernym	hypernym
access control regulation	asset	hypernym	hypernym
access control regulation	intangible asset	none	hypernym
access control regulation	organization	hypernym	hypernym
access control regulation	policy	hypernym	hypernym
access control regulation control	asset	hypernym	hypernym
access control regulation control	intangible asset	hypernym	hypernym
access control regulation control	organization	hypernym	hypernym
access control regulation control compliant organization	asset	hypernym	hypernym
access control regulation control compliant organization	compliant control	hypernym	hypernym
access control regulation control compliant organization	control	hypernym	hypernym
access control regulation control compliant organization	intangible asset	none	hypernym
access control regulation control compliant organization	organization	hypernym	hypernym
access control regulation policy	asset	hypernym	hypernym
access control regulation policy	intangible asset	none	hypernym
access control regulation policy	policy	hypernym	hypernym
access log book	asset	hypernym	hypernym
access log book	document	hypernym	hypernym
access log book	movable asset	none	hypernym
access log book	tangible asset	none	hypernym
access regulation	compliant control	hypernym	hypernym
access regulation	control	hypernym	hypernym
access regulation control compliant building	compliant control	none	hypernym
access regulation control compliant building	control	hypernym	hypernym
access system	asset	hypernym	hypernym
access system	movable asset	none	hypernym
access system	tangible asset	none	hypernym
activities monitoring	asset	hypernym	hypernym
activities monitoring	intangible asset	none	hypernym
activities monitoring	software	hypernym	hypernym
activities monitoring software	asset	hypernym	hypernym
activities monitoring software	intangible asset	none	hypernym
activities monitoring software	software	hypernym	hypernym
air condition	asset	hypernym	hypernym
air condition	movable asset	hypernym	hypernym
air condition	tangible asset	hypernym	hypernym
air condition system	asset	hypernym	hypernym
